date,iso3,country_name,commodity,conflict_intensity,freight_volatility,export_restriction_sentiment,price_shock,weather_risk
2025-12-21,PAK,Pakistan,Wheat,0.4664,0.4073,0.291,0.4652,0.4962
2025-12-21,PAK,Pakistan,Rice,0.3015,0.5088,0.2783,0.4724,0.6346
2025-12-21,PAK,Pakistan,Corn,0.028,0.609,0.4919,0.3643,0.6013
2025-12-21,BGD,Bangladesh,Wheat,0.0631,0.5319,0.6248,0.353,0.6836
2025-12-21,BGD,Bangladesh,Rice,0.2035,0.4526,0.6608,0.516,0.5581
2025-12-21,BGD,Bangladesh,Corn,0.4307,0.3888,0.5241,0.2806,0.6912
2025-12-21,CHN,China,Wheat,0.0894,0.5018,0.4565,0.2106,0.2357
2025-12-21,CHN,China,Rice,0.069,0.7196,0.1801,0.6794,0.6838
2025-12-21,CHN,China,Corn,0.3827,0.4854,0.5023,0.4143,0.3363
2025-12-21,MNG,Mongolia,Wheat,0.2855,0.653,0.288,0.4368,0.5489
2025-12-21,MNG,Mongolia,Rice,0.1013,0.3477,0.5913,0.5637,0.6483
2025-12-21,MNG,Mongolia,Corn,0.4398,0.363,0.3583,0.2173,0.4732
2025-12-21,JPN,Japan,Wheat,0.2211,0.6127,0.5232,0.2671,0.4442
2025-12-21,JPN,Japan,Rice,0.4191,0.3979,0.1659,0.3463,0.2751
2025-12-21,JPN,Japan,Corn,0.0957,0.478,0.4583,0.6479,0.6479
2025-12-21,KOR,South Korea,Wheat,0.2416,0.4629,0.1586,0.6366,0.2228
2025-12-21,KOR,South Korea,Rice,0.4015,0.443,0.3857,0.3908,0.4855
2025-12-21,KOR,South Korea,Corn,0.2692,0.3719,0.3992,0.6581,0.2694
2025-12-21,PRK,North Korea,Wheat,0.1955,0.6854,0.5617,0.6899,0.3558
2025-12-21,PRK,North Korea,Rice,0.134,0.5109,0.2961,0.3052,0.3409
2025-12-21,PRK,North Korea,Corn,0.2189,0.6434,0.475,0.3138,0.6353
2025-12-21,IDN,Indonesia,Wheat,0.2286,0.3463,0.235,0.4564,0.3048
2025-12-21,IDN,Indonesia,Rice,0.375,0.5468,0.5711,0.4482,0.4167
2025-12-21,IDN,Indonesia,Corn,0.221,0.6521,0.4353,0.3516,0.3831
2025-12-21,PHL,Philippines,Wheat,0.2297,0.7014,0.2657,0.5002,0.6305
2025-12-21,PHL,Philippines,Rice,0.0985,0.2527,0.6468,0.4208,0.6834
2025-12-21,PHL,Philippines,Corn,0.0521,0.5493,0.129,0.6371,0.5471
2025-12-21,VNM,Vietnam,Wheat,0.392,0.2259,0.4843,0.2883,0.292
2025-12-21,VNM,Vietnam,Rice,0.1934,0.3579,0.1549,0.6071,0.5207
2025-12-21,VNM,Vietnam,Corn,0.2064,0.2604,0.6069,0.3457,0.2229
2025-12-21,THA,Thailand,Wheat,0.15,0.4603,0.6486,0.519,0.2812
2025-12-21,THA,Thailand,Rice,0.1797,0.6457,0.1309,0.6155,0.5926
2025-12-21,THA,Thailand,Corn,0.0998,0.3054,0.2497,0.2115,0.4918
2025-12-21,MMR,Myanmar,Wheat,0.2211,0.4689,0.1934,0.3588,0.6143
2025-12-21,MMR,Myanmar,Rice,0.09,0.3894,0.2492,0.4223,0.3167
2025-12-21,MMR,Myanmar,Corn,0.2196,0.2645,0.5679,0.2746,0.2643
2025-12-21,MYS,Malaysia,Wheat,0.2465,0.4879,0.6027,0.342,0.2038
2025-12-21,MYS,Malaysia,Rice,0,0.3382,0.5749,0.6686,0.4439
2025-12-21,MYS,Malaysia,Corn,0.4025,0.6375,0.5277,0.6791,0.6538
2025-12-21,SGP,Singapore,Wheat,0.275,0.5313,0.6231,0.6055,0.323
2025-12-21,SGP,Singapore,Rice,0.0892,0.6434,0.3078,0.2048,0.696
2025-12-21,SGP,Singapore,Corn,0,0.2693,0.5464,0.3702,0.6475
2025-12-21,AUS,Australia,Wheat,0.2995,0.492,0.5998,0.526,0.6301
2025-12-21,AUS,Australia,Rice,0.4344,0.5658,0.3862,0.3673,0.639
2025-12-21,AUS,Australia,Corn,0.0376,0.4593,0.5495,0.2133,0.2083
2025-12-21,NZL,New Zealand,Wheat,0.4468,0.6596,0.3544,0.6288,0.3008
2025-12-21,NZL,New Zealand,Rice,0.0916,0.4535,0.5672,0.2019,0.2634
2025-12-21,NZL,New Zealand,Corn,0.4774,0.6985,0.1547,0.2438,0.5449
2025-12-21,PNG,Papua New Guinea,Wheat,0.0492,0.2684,0.4838,0.5482,0.4466
2025-12-21,PNG,Papua New Guinea,Rice,0.0042,0.4341,0.5015,0.5427,0.5651
2025-12-21,PNG,Papua New Guinea,Corn,0.1572,0.4247,0.49,0.4566,0.3383
2025-12-21,LKA,Sri Lanka,Wheat,0,0.2941,0.5451,0.3976,0.3055
2025-12-21,LKA,Sri Lanka,Rice,0.0134,0.5232,0.5877,0.503,0.2826
2025-12-21,LKA,Sri Lanka,Corn,0.2088,0.3167,0.1698,0.2642,0.2726
2025-12-21,NPL,Nepal,Wheat,0.455,0.3447,0.3154,0.2766,0.2952
2025-12-21,NPL,Nepal,Rice,0.3877,0.3051,0.5673,0.6466,0.2381
2025-12-21,NPL,Nepal,Corn,0.0902,0.2476,0.2347,0.2738,0.2802
2025-12-21,AFG,Afghanistan,Wheat,0.3463,0.6888,0.6608,0.6142,0.284
2025-12-21,AFG,Afghanistan,Rice,0.4558,0.6073,0.4332,0.518,0.2023
2025-12-21,AFG,Afghanistan,Corn,0.3455,0.3502,0.4181,0.5934,0.6165
2025-12-21,UZB,Uzbekistan,Wheat,0.3811,0.7018,0.6311,0.4173,0.2822
2025-12-21,UZB,Uzbekistan,Rice,0.3676,0.7026,0.3605,0.3681,0.3902
2025-12-21,UZB,Uzbekistan,Corn,0.3165,0.6448,0.2572,0.2469,0.3557
2025-12-21,TKM,Turkmenistan,Wheat,0.0901,0.3808,0.6128,0.4467,0.3561
2025-12-21,TKM,Turkmenistan,Rice,0.3543,0.4299,0.3111,0.5311,0.6416
2025-12-21,TKM,Turkmenistan,Corn,0.3237,0.577,0.4067,0.4431,0.4078
2025-12-21,KGZ,Kyrgyzstan,Wheat,0.106,0.6976,0.57,0.6748,0.3556
2025-12-21,KGZ,Kyrgyzstan,Rice,0.1193,0.5315,0.4087,0.4652,0.4929
2025-12-21,KGZ,Kyrgyzstan,Corn,0.3074,0.2377,0.5609,0.5192,0.4641
2025-12-21,TJK,Tajikistan,Wheat,0.1472,0.7195,0.4608,0.224,0.5213
2025-12-21,TJK,Tajikistan,Rice,0.0347,0.4062,0.2413,0.5694,0.2395
2025-12-21,TJK,Tajikistan,Corn,0.2979,0.6767,0.5442,0.493,0.66
2025-12-21,ARE,UAE,Wheat,0.189,0.2424,0.6239,0.4583,0.5528
2025-12-21,ARE,UAE,Rice,0.1163,0.3209,0.4255,0.4993,0.2104
2025-12-21,ARE,UAE,Corn,0.055,0.6489,0.5316,0.3061,0.3915
2025-12-21,QAT,Qatar,Wheat,0.2565,0.6504,0.5405,0.2281,0.4154
2025-12-21,QAT,Qatar,Rice,0.2027,0.5896,0.3833,0.4335,0.6128
2025-12-21,QAT,Qatar,Corn,0.3282,0.4,0.3942,0.2593,0.4697
2025-12-21,KWT,Kuwait,Wheat,0.2652,0.7139,0.3037,0.2964,0.4445
2025-12-21,KWT,Kuwait,Rice,0.0431,0.2541,0.3343,0.4226,0.6248
2025-12-21,KWT,Kuwait,Corn,0.3537,0.3181,0.4826,0.3898,0.3755
2025-12-21,OMN,Oman,Wheat,0.0073,0.2261,0.6502,0.2834,0.6343
2025-12-21,OMN,Oman,Rice,0.0942,0.6866,0.5938,0.2138,0.3243
2025-12-21,OMN,Oman,Corn,0.0958,0.4237,0.6104,0.6754,0.3798
2025-12-21,YEM,Yemen,Wheat,0.277,0.535,0.3716,0.437,0.2411
2025-12-21,YEM,Yemen,Rice,0.4619,0.4252,0.6342,0.3386,0.5687
2025-12-21,YEM,Yemen,Corn,0.393,0.4254,0.5425,0.4468,0.2096
2025-12-21,BOL,Bolivia,Wheat,0.0468,0.484,0.2742,0.5553,0.5453
2025-12-21,BOL,Bolivia,Rice,0.069,0.247,0.23,0.208,0.6903
2025-12-21,BOL,Bolivia,Corn,0,0.3348,0.3617,0.5025,0.3254
2025-12-21,PRY,Paraguay,Wheat,0.132,0.6917,0.3925,0.6365,0.4698
2025-12-21,PRY,Paraguay,Rice,0.058,0.5063,0.5787,0.2312,0.2881
2025-12-21,PRY,Paraguay,Corn,0.2996,0.3497,0.3882,0.5728,0.3604
2025-12-21,URY,Uruguay,Wheat,0.2748,0.5063,0.1821,0.2644,0.2378
2025-12-21,URY,Uruguay,Rice,0.1994,0.6722,0.4244,0.4562,0.5594
2025-12-21,URY,Uruguay,Corn,0.4494,0.5525,0.5551,0.2871,0.5495
2025-12-21,GTM,Guatemala,Wheat,0.0785,0.6411,0.5086,0.2892,0.2455
2025-12-21,GTM,Guatemala,Rice,0.0477,0.4922,0.5297,0.4517,0.5267
2025-12-21,GTM,Guatemala,Corn,0.4182,0.2513,0.6307,0.5349,0.5878
2025-12-21,HND,Honduras,Wheat,0.0604,0.5327,0.647,0.2622,0.4196
2025-12-21,HND,Honduras,Rice,0.1369,0.7136,0.1937,0.5697,0.6644
2025-12-21,HND,Honduras,Corn,0.1172,0.6857,0.3889,0.5715,0.5787
2025-12-21,SLV,El Salvador,Wheat,0.3755,0.4757,0.2006,0.2906,0.3435
2025-12-21,SLV,El Salvador,Rice,0.1271,0.4475,0.5104,0.2421,0.3661
2025-12-21,SLV,El Salvador,Corn,0.1705,0.3328,0.5324,0.3268,0.21
2025-12-21,NIC,Nicaragua,Wheat,0.2067,0.4981,0.4818,0.4767,0.5414
2025-12-21,NIC,Nicaragua,Rice,0.2682,0.6934,0.3761,0.6701,0.3276
2025-12-21,NIC,Nicaragua,Corn,0.3725,0.3149,0.5473,0.1978,0.4153
2025-12-21,CRI,Costa Rica,Wheat,0.3321,0.6488,0.4704,0.6397,0.3083
2025-12-21,CRI,Costa Rica,Rice,0.2708,0.5769,0.5866,0.4334,0.5049
2025-12-21,CRI,Costa Rica,Corn,0.2832,0.6955,0.5014,0.3572,0.6064
2025-12-21,PAN,Panama,Wheat,0.231,0.3885,0.3339,0.6568,0.6392
2025-12-21,PAN,Panama,Rice,0.071,0.3733,0.1273,0.2598,0.4863
2025-12-21,PAN,Panama,Corn,0.0607,0.7115,0.5547,0.5683,0.2285
2025-12-21,CUB,Cuba,Wheat,0.1859,0.7144,0.2846,0.4036,0.6191
2025-12-21,CUB,Cuba,Rice,0.1098,0.4879,0.5885,0.6164,0.4865
2025-12-21,CUB,Cuba,Corn,0.324,0.6223,0.4511,0.6133,0.2213
2025-12-21,DOM,Dominican Republic,Wheat,0.2818,0.2505,0.5826,0.384,0.6137
2025-12-21,DOM,Dominican Republic,Rice,0.0541,0.4554,0.6498,0.4813,0.3912
2025-12-21,DOM,Dominican Republic,Corn,0.1813,0.2965,0.2609,0.6757,0.4192
2025-12-21,HTI,Haiti,Wheat,0.0675,0.5789,0.609,0.2455,0.6679
2025-12-21,HTI,Haiti,Rice,0.4278,0.4297,0.4588,0.4425,0.6239
2025-12-21,HTI,Haiti,Corn,0.2026,0.2806,0.2935,0.4697,0.5583
2025-12-21,JAM,Jamaica,Wheat,0.4472,0.5968,0.4922,0.5042,0.6011
2025-12-21,JAM,Jamaica,Rice,0.2055,0.4896,0.3662,0.4704,0.3738
2025-12-21,JAM,Jamaica,Corn,0.075,0.3719,0.5778,0.4871,0.6205
2025-12-21,TTO,Trinidad and Tobago,Wheat,0.3097,0.2653,0.5614,0.6795,0.2962
2025-12-21,TTO,Trinidad and Tobago,Rice,0.0529,0.5096,0.2078,0.5718,0.6324
2025-12-21,TTO,Trinidad and Tobago,Corn,0.1429,0.3529,0.1993,0.5643,0.3322
2025-12-21,BHS,Bahamas,Wheat,0.2151,0.7037,0.5742,0.4278,0.6876
2025-12-21,BHS,Bahamas,Rice,0.2827,0.7022,0.6189,0.2711,0.7018
2025-12-21,BHS,Bahamas,Corn,0.0466,0.6966,0.4781,0.5589,0.561
2025-12-21,ISL,Iceland,Wheat,0.2178,0.5888,0.5914,0.2561,0.4429
2025-12-21,ISL,Iceland,Rice,0.2784,0.2958,0.4665,0.3516,0.3901
2025-12-21,ISL,Iceland,Corn,0.2753,0.6328,0.6072,0.2342,0.3337
2025-12-21,CHE,Switzerland,Wheat,0.0801,0.5973,0.5955,0.6359,0.5645
2025-12-21,CHE,Switzerland,Rice,0.186,0.6922,0.2616,0.3612,0.4435
2025-12-21,CHE,Switzerland,Corn,0.4039,0.7043,0.3286,0.2188,0.233
2025-12-21,AUT,Austria,Wheat,0.128,0.4277,0.5703,0.2343,0.6958
2025-12-21,AUT,Austria,Rice,0.1267,0.5543,0.1199,0.5894,0.5853
2025-12-21,AUT,Austria,Corn,0.3481,0.3565,0.5445,0.2785,0.5202
2025-12-21,CZE,Czechia,Wheat,0.0905,0.3241,0.1743,0.382,0.3568
2025-12-21,CZE,Czechia,Rice,0.1968,0.474,0.528,0.4591,0.6052
2025-12-21,CZE,Czechia,Corn,0.2546,0.3604,0.2968,0.3315,0.2849
2025-12-21,HUN,Hungary,Wheat,0.4871,0.2991,0.2689,0.4723,0.3703
2025-12-21,HUN,Hungary,Rice,0.1139,0.5889,0.3961,0.6415,0.4101
2025-12-21,HUN,Hungary,Corn,0.3276,0.2281,0.2588,0.3882,0.322
2025-12-22,USA,United States of America,Wheat,0.4188,0.2773,0.4131,0.6146,0.4612
2025-12-22,USA,United States of America,Rice,0.1965,0.6669,0.6413,0.6778,0.6208
2025-12-22,USA,United States of America,Corn,0.3464,0.5485,0.384,0.2568,0.5894
2025-12-22,CAN,Canada,Wheat,0.1374,0.5524,0.424,0.4779,0.2134
2025-12-22,CAN,Canada,Rice,0.1508,0.5786,0.4544,0.5483,0.4916
2025-12-22,CAN,Canada,Corn,0.2561,0.5571,0.1669,0.611,0.5483
2025-12-22,MEX,Mexico,Wheat,0.0831,0.3908,0.4538,0.3143,0.5997
2025-12-22,MEX,Mexico,Rice,0.0045,0.3817,0.2972,0.6321,0.4873
2025-12-22,MEX,Mexico,Corn,0.3049,0.6184,0.5113,0.2606,0.4667
2025-12-22,BRA,Brazil,Wheat,0.3607,0.65,0.1651,0.2023,0.2341
2025-12-22,BRA,Brazil,Rice,0.2803,0.3948,0.2919,0.5709,0.4664
2025-12-22,BRA,Brazil,Corn,0.1854,0.666,0.6466,0.2537,0.549
2025-12-22,ARG,Argentina,Wheat,0.3668,0.278,0.6339,0.6751,0.533
2025-12-22,ARG,Argentina,Rice,0.4493,0.5413,0.6326,0.5771,0.636
2025-12-22,ARG,Argentina,Corn,0.2189,0.3172,0.6315,0.2046,0.6169
2025-12-22,CHL,Chile,Wheat,0.3942,0.6703,0.3178,0.5116,0.2967
2025-12-22,CHL,Chile,Rice,0.3499,0.2255,0.6429,0.4409,0.6507
2025-12-22,CHL,Chile,Corn,0.1707,0.4356,0.6257,0.6543,0.5523
2025-12-22,PER,Peru,Wheat,0.0737,0.5574,0.432,0.5929,0.3606
2025-12-22,PER,Peru,Rice,0.3695,0.2342,0.1861,0.3916,0.2744
2025-12-22,PER,Peru,Corn,0.1309,0.4625,0.2287,0.3439,0.3977
2025-12-22,COL,Colombia,Wheat,0.1834,0.2812,0.1245,0.6612,0.3835
2025-12-22,COL,Colombia,Rice,0.3201,0.3791,0.3083,0.6624,0.4497
2025-12-22,COL,Colombia,Corn,0.0891,0.6523,0.6525,0.3502,0.6871
2025-12-22,VEN,Venezuela,Wheat,0.3466,0.543,0.1465,0.4916,0.6504
2025-12-22,VEN,Venezuela,Rice,0.0041,0.7185,0.6008,0.3578,0.3244
2025-12-22,VEN,Venezuela,Corn,0.3246,0.5952,0.3992,0.5062,0.6646
2025-12-22,ECU,Ecuador,Wheat,0.0325,0.5529,0.3291,0.3621,0.6085
2025-12-22,ECU,Ecuador,Rice,0.2309,0.7176,0.1755,0.2826,0.6067
2025-12-22,ECU,Ecuador,Corn,0.1674,0.5875,0.6503,0.6148,0.4178
2025-12-22,GBR,United Kingdom,Wheat,0.0974,0.6015,0.5789,0.4212,0.5408
2025-12-22,GBR,United Kingdom,Rice,0.1787,0.2536,0.2684,0.3198,0.3478
2025-12-22,GBR,United Kingdom,Corn,0.4403,0.2611,0.138,0.6045,0.338
2025-12-22,FRA,France,Wheat,0.0571,0.4246,0.6304,0.6218,0.673
2025-12-22,FRA,France,Rice,0.1969,0.2673,0.6541,0.6948,0.45
2025-12-22,FRA,France,Corn,0.1112,0.2538,0.5772,0.2652,0.4308
2025-12-22,DEU,Germany,Wheat,0.2789,0.537,0.2272,0.5216,0.6442
2025-12-22,DEU,Germany,Rice,0.0582,0.3095,0.426,0.4854,0.703
2025-12-22,DEU,Germany,Corn,0.1172,0.669,0.5806,0.6326,0.3149
2025-12-22,ESP,Spain,Wheat,0.3535,0.3409,0.6328,0.2427,0.5773
2025-12-22,ESP,Spain,Rice,0.3121,0.4842,0.23,0.5891,0.6877
2025-12-22,ESP,Spain,Corn,0.3947,0.5841,0.1453,0.2937,0.2312
2025-12-22,ITA,Italy,Wheat,0.4876,0.3847,0.348,0.4392,0.5919
2025-12-22,ITA,Italy,Rice,0.2302,0.5116,0.449,0.5811,0.5723
2025-12-22,ITA,Italy,Corn,0.3008,0.5493,0.1502,0.6087,0.2167
2025-12-22,NLD,Netherlands,Wheat,0.5045,0.5654,0.2233,0.2163,0.3434
2025-12-22,NLD,Netherlands,Rice,0.1495,0.2362,0.1776,0.6297,0.2771
2025-12-22,NLD,Netherlands,Corn,0.057,0.3935,0.4004,0.2406,0.7039
2025-12-22,BEL,Belgium,Wheat,0.0781,0.263,0.2902,0.6957,0.4175
2025-12-22,BEL,Belgium,Rice,0.288,0.4923,0.3069,0.5114,0.2181
2025-12-22,BEL,Belgium,Corn,0.3349,0.4581,0.4459,0.2022,0.4463
2025-12-22,PRT,Portugal,Wheat,0.2372,0.2868,0.3644,0.6544,0.5715
2025-12-22,PRT,Portugal,Rice,0.3352,0.4412,0.4805,0.6406,0.5452
2025-12-22,PRT,Portugal,Corn,0.1929,0.3247,0.3794,0.4093,0.4623
2025-12-22,IRL,Ireland,Wheat,0.3379,0.5994,0.1606,0.6036,0.5814
2025-12-22,IRL,Ireland,Rice,0.3408,0.6396,0.4619,0.3185,0.5724
2025-12-22,IRL,Ireland,Corn,0.0975,0.5366,0.1424,0.2909,0.5465
2025-12-22,NOR,Norway,Wheat,0.4835,0.2745,0.4915,0.5031,0.6763
2025-12-22,NOR,Norway,Rice,0.2528,0.6389,0.5507,0.4062,0.2063
2025-12-22,NOR,Norway,Corn,0.1421,0.7086,0.1438,0.2592,0.6709
2025-12-22,SWE,Sweden,Wheat,0.1956,0.3864,0.4057,0.2375,0.3084
2025-12-22,SWE,Sweden,Rice,0.2526,0.2656,0.217,0.2319,0.228
2025-12-22,SWE,Sweden,Corn,0.4353,0.5106,0.1172,0.3091,0.3401
2025-12-22,FIN,Finland,Wheat,0.3755,0.4049,0.4862,0.3492,0.4772
2025-12-22,FIN,Finland,Rice,0.1924,0.3554,0.4512,0.4123,0.3406
2025-12-22,FIN,Finland,Corn,0.1193,0.2412,0.34,0.4362,0.3487
2025-12-22,POL,Poland,Wheat,0.2527,0.3548,0.1789,0.3526,0.6223
2025-12-22,POL,Poland,Rice,0.4838,0.5231,0.4774,0.6944,0.2338
2025-12-22,POL,Poland,Corn,0.3039,0.2574,0.3916,0.5883,0.5918
2025-12-22,UKR,Ukraine,Wheat,0.2796,0.685,0.1395,0.469,0.3463
2025-12-22,UKR,Ukraine,Rice,0.4638,0.5429,0.5686,0.3207,0.3308
2025-12-22,UKR,Ukraine,Corn,0.1581,0.5867,0.4456,0.3037,0.3855
2025-12-22,ROU,Romania,Wheat,0.3608,0.6688,0.1143,0.564,0.4937
2025-12-22,ROU,Romania,Rice,0.3775,0.3854,0.3902,0.4397,0.4363
2025-12-22,ROU,Romania,Corn,0.2942,0.5737,0.2762,0.5084,0.3138
2025-12-22,GRC,Greece,Wheat,0.3548,0.3999,0.292,0.6718,0.4554
2025-12-22,GRC,Greece,Rice,0.4305,0.3867,0.2376,0.3983,0.4259
2025-12-22,GRC,Greece,Corn,0.0527,0.3217,0.5149,0.3176,0.6614
2025-12-22,TUR,Turkey,Wheat,0.0377,0.4808,0.4888,0.6308,0.7041
2025-12-22,TUR,Turkey,Rice,0.0192,0.631,0.5987,0.5369,0.3275
2025-12-22,TUR,Turkey,Corn,0.2358,0.6938,0.5827,0.4602,0.3347
2025-12-22,RUS,Russia,Wheat,0.4716,0.501,0.4715,0.3063,0.4769
2025-12-22,RUS,Russia,Rice,0.2358,0.4624,0.5259,0.4325,0.3638
2025-12-22,RUS,Russia,Corn,0.2487,0.338,0.4554,0.521,0.3962
2025-12-22,KAZ,Kazakhstan,Wheat,0.3641,0.3653,0.544,0.4242,0.4615
2025-12-22,KAZ,Kazakhstan,Rice,0.2643,0.2455,0.2254,0.2824,0.3732
2025-12-22,KAZ,Kazakhstan,Corn,0.2406,0.4921,0.3682,0.4623,0.4458
2025-12-22,SAU,Saudi Arabia,Wheat,0.348,0.5069,0.37,0.634,0.3805
2025-12-22,SAU,Saudi Arabia,Rice,0.0976,0.2311,0.4269,0.5135,0.3479
2025-12-22,SAU,Saudi Arabia,Corn,0.3722,0.6014,0.2293,0.575,0.2597
2025-12-22,IRN,Iran,Wheat,0.1878,0.5948,0.1297,0.3231,0.5531
2025-12-22,IRN,Iran,Rice,0.3851,0.2952,0.4908,0.2206,0.3564
2025-12-22,IRN,Iran,Corn,0.4585,0.6849,0.5307,0.4861,0.6867
2025-12-22,IRQ,Iraq,Wheat,0.3206,0.3556,0.5569,0.2894,0.602
2025-12-22,IRQ,Iraq,Rice,0.1302,0.4036,0.2168,0.4415,0.5808
2025-12-22,IRQ,Iraq,Corn,0.3191,0.5318,0.2073,0.3887,0.4101
2025-12-22,ISR,Israel,Wheat,0.2618,0.2579,0.6363,0.6614,0.6058
2025-12-22,ISR,Israel,Rice,0.0181,0.2786,0.1124,0.4882,0.2144
2025-12-22,ISR,Israel,Corn,0.061,0.4228,0.5589,0.267,0.6486
2025-12-22,EGY,Egypt,Wheat,0.3065,0.6471,0.1516,0.5883,0.6414
2025-12-22,EGY,Egypt,Rice,0.4181,0.4261,0.1424,0.2238,0.424
2025-12-22,EGY,Egypt,Corn,0.1656,0.4771,0.4627,0.38,0.3061
2025-12-22,DZA,Algeria,Wheat,0.0995,0.3191,0.5423,0.6001,0.3295
2025-12-22,DZA,Algeria,Rice,0.4424,0.4138,0.4475,0.436,0.6775
2025-12-22,DZA,Algeria,Corn,0.1625,0.4797,0.5626,0.5012,0.2744
2025-12-22,MAR,Morocco,Wheat,0.0362,0.6726,0.2279,0.4751,0.2655
2025-12-22,MAR,Morocco,Rice,0.0581,0.3025,0.2488,0.4561,0.3976
2025-12-22,MAR,Morocco,Corn,0.3756,0.5625,0.5079,0.5904,0.6906
2025-12-22,NGA,Nigeria,Wheat,0.0227,0.6467,0.5617,0.3579,0.5494
2025-12-22,NGA,Nigeria,Rice,0.2016,0.4306,0.3912,0.4885,0.2986
2025-12-22,NGA,Nigeria,Corn,0,0.5769,0.2662,0.3015,0.5286
2025-12-22,ETH,Ethiopia,Wheat,0.5067,0.6046,0.321,0.6298,0.2487
2025-12-22,ETH,Ethiopia,Rice,0.3363,0.4466,0.2712,0.6489,0.4749
2025-12-22,ETH,Ethiopia,Corn,0.3858,0.2685,0.4373,0.4466,0.6892
2025-12-22,KEN,Kenya,Wheat,0.13,0.394,0.251,0.3665,0.5311
2025-12-22,KEN,Kenya,Rice,0.1492,0.5075,0.4232,0.4666,0.7044
2025-12-22,KEN,Kenya,Corn,0.0475,0.5668,0.4575,0.6051,0.483
2025-12-22,ZAF,South Africa,Wheat,0.1734,0.4793,0.3956,0.2268,0.2125
2025-12-22,ZAF,South Africa,Rice,0.0992,0.3392,0.1579,0.2205,0.6857
2025-12-22,ZAF,South Africa,Corn,0.4448,0.3973,0.4842,0.5001,0.2357
2025-12-22,SDN,Sudan,Wheat,0.321,0.341,0.4205,0.504,0.5458
2025-12-22,SDN,Sudan,Rice,0.0783,0.2855,0.5328,0.6985,0.3102
2025-12-22,SDN,Sudan,Corn,0.3377,0.6799,0.1548,0.6048,0.2834
2025-12-22,TZA,Tanzania,Wheat,0.1307,0.5835,0.3616,0.6966,0.4625
2025-12-22,TZA,Tanzania,Rice,0.2387,0.5759,0.5392,0.2481,0.4003
2025-12-22,TZA,Tanzania,Corn,0.1123,0.5059,0.3596,0.5201,0.391
2025-12-22,UGA,Uganda,Wheat,0.196,0.4889,0.3009,0.6989,0.4115
2025-12-22,UGA,Uganda,Rice,0.0164,0.3573,0.1814,0.4572,0.693
2025-12-22,UGA,Uganda,Corn,0.3775,0.5383,0.5412,0.4254,0.6638
2025-12-22,GHA,Ghana,Wheat,0.1532,0.275,0.1556,0.4831,0.676
2025-12-22,GHA,Ghana,Rice,0.3049,0.7188,0.167,0.5491,0.5928
2025-12-22,GHA,Ghana,Corn,0.3153,0.4756,0.4003,0.2434,0.6219
2025-12-22,CIV,Cote d'Ivoire,Wheat,0.4224,0.2422,0.4393,0.6008,0.3157
2025-12-22,CIV,Cote d'Ivoire,Rice,0.0504,0.6457,0.2317,0.4808,0.3143
2025-12-22,CIV,Cote d'Ivoire,Corn,0.1318,0.6919,0.1528,0.618,0.6053
2025-12-22,SEN,Senegal,Wheat,0.0021,0.2995,0.1484,0.679,0.662
2025-12-22,SEN,Senegal,Rice,0.3067,0.5015,0.5729,0.6496,0.6589
2025-12-22,SEN,Senegal,Corn,0.1083,0.4611,0.3511,0.3338,0.2315
2025-12-22,MLI,Mali,Wheat,0.2564,0.6814,0.1636,0.2525,0.6117
2025-12-22,MLI,Mali,Rice,0.1636,0.5,0.3277,0.2261,0.3095
2025-12-22,MLI,Mali,Corn,0,0.4933,0.1147,0.4809,0.4293
2025-12-22,NER,Niger,Wheat,0.3794,0.7147,0.134,0.396,0.6766
2025-12-22,NER,Niger,Rice,0.144,0.5741,0.3613,0.2376,0.6494
2025-12-22,NER,Niger,Corn,0.2998,0.3323,0.2439,0.3133,0.4396
2025-12-22,CMR,Cameroon,Wheat,0.0462,0.4489,0.3884,0.2737,0.6465
2025-12-22,CMR,Cameroon,Rice,0.2249,0.5547,0.5526,0.5285,0.5184
2025-12-22,CMR,Cameroon,Corn,0.3581,0.5644,0.3067,0.6304,0.5756
2025-12-22,COD,DR Congo,Wheat,0.184,0.3739,0.5115,0.2074,0.6932
2025-12-22,COD,DR Congo,Rice,0.2977,0.6503,0.2633,0.6489,0.2542
2025-12-22,COD,DR Congo,Corn,0.1351,0.6738,0.1541,0.6317,0.5723
2025-12-22,IND,India,Wheat,0.3576,0.6232,0.1292,0.4909,0.4125
2025-12-22,IND,India,Rice,0.3588,0.307,0.2963,0.6115,0.5218
2025-12-22,IND,India,Corn,0.111,0.4803,0.2797,0.5477,0.4886
2025-12-22,PAK,Pakistan,Wheat,0.0222,0.6208,0.3091,0.6878,0.3527
2025-12-22,PAK,Pakistan,Rice,0.2998,0.4144,0.1491,0.403,0.2817
2025-12-22,PAK,Pakistan,Corn,0.1891,0.7159,0.3485,0.3628,0.4146
2025-12-22,BGD,Bangladesh,Wheat,0.0302,0.4085,0.6287,0.6722,0.5102
2025-12-22,BGD,Bangladesh,Rice,0.4051,0.415,0.3687,0.5493,0.4971
2025-12-22,BGD,Bangladesh,Corn,0.002,0.6078,0.264,0.2501,0.4811
2025-12-22,CHN,China,Wheat,0.3128,0.3661,0.3453,0.3488,0.7024
2025-12-22,CHN,China,Rice,0.1835,0.2688,0.3355,0.2365,0.5544
